,Unnamed: 0,N,P,K,temperature,humidity,ph,rainfall,label
300,300,13,60,25,39.42537136837453,20.59541693,5.68597166,275.22213854823883,kidneybeans
301,301,25,70,16,42.41575424032431,18.90705639,5.759237003,156.5608602223562,kidneybeans
302,302,31,55,22,45.35145543849172,21.33953114,5.873171894,284.020120448432,kidneybeans
303,303,40,64,16,42.96272917611278,24.24045875,5.926676985,211.17957227909255,kidneybeans
304,304,2,61,20,47.760008921622884,23.02251117,5.95561668,224.9564384512222,kidneybeans
305,305,26,65,22,50.63290578570558,18.77621951,5.949949081,261.3809320541106,kidneybeans
306,306,17,57,21,41.18495939343004,20.31564139,5.789214289,165.39498955726407,kidneybeans
307,307,26,80,18,54.92466669608261,23.3334788,5.581021521,212.1948591162743,kidneybeans
308,308,17,59,17,42.62810956219633,23.42829938,5.689858133,198.22994409911797,kidneybeans
309,309,27,59,22,50.46236231069214,23.20591245,5.794158504,181.8209664609813,kidneybeans
310,310,28,58,24,43.03938964073235,18.28173015,5.748190463,292.6518360753394,kidneybeans
311,311,25,57,19,40.010430446245635,19.87070659,5.566522896,171.9634869711598,kidneybeans
312,312,28,80,17,46.85468678554355,18.67170854,5.809419584,354.539928640329,kidneybeans
313,313,25,60,22,43.74121804108171,21.17919701,5.887263027,191.61333826723467,kidneybeans
314,314,12,78,23,30.879921465156947,18.72479695,5.99812453,201.80967853369455,kidneybeans
315,315,6,77,25,49.58997202867682,24.36314135,5.792744849,112.65679514929349,kidneybeans
316,316,22,79,17,51.24120885487426,20.39659714,5.912289889,141.09531796778384,kidneybeans
317,317,27,80,15,50.869196688434016,21.21092266,5.788386951,88.14874723354897,kidneybeans
318,318,10,55,23,39.91981890537848,19.63438599,5.728233081,316.2626172023367,kidneybeans
319,319,23,65,20,41.494066828154885,22.42610972,5.833940084,144.46375110876613,kidneybeans
320,320,19,78,16,48.185507562535506,23.10538637,5.967533236,119.27391687815694,kidneybeans
321,321,19,65,25,56.20178227293282,18.29318436,5.625096446,188.48016866155643,kidneybeans
322,322,22,70,19,48.79551063576599,21.07643273,5.515615023,197.00658632863747,kidneybeans
323,323,37,64,22,39.13315266442358,18.8251973,5.954665349,215.11371898704553,kidneybeans
324,324,11,71,17,48.12226655656755,21.47324158,5.74644777,214.16609035032928,kidneybeans
325,325,18,79,20,52.70867819430513,23.2353604,5.877347515,259.9100805257574,kidneybeans
326,326,21,63,17,38.931758665760654,19.2303162,5.979973965,148.10343777284982,kidneybeans
327,327,24,80,22,34.15565125097767,19.17651433,5.635993966,147.3834210703485,kidneybeans
328,328,34,60,22,42.78302412117094,18.15302753,5.635231778,287.9494318021141,kidneybeans
329,329,16,75,21,44.60592276434696,23.61670065,5.679224346,217.37946159119826,kidneybeans
330,330,17,77,23,50.32366963034522,20.81527638,5.670062975,138.9537575025382,kidneybeans
331,331,37,72,18,45.795813260328124,24.54038287,5.724242065,227.03444128679638,kidneybeans
